carName,brand,model,category,manufactureYear,licensePlate,price,count,status,color,specifications,imageUrl,warrantyPeriod,number_of_seats,fuel,gear
MITSUBISHI XFORCE ULTIMATE 2025,Xforce ,XFORCE ULTIMATE 2025,Other,2025,,710000000,1,Available,vàng,,,12,5,Petrol,số tự động
FORD TERRITORY TREND 4X2AT 2025,Territory,TERRITORY TREND 4X2AT 2025,Other,2025,,759000000,1,Available,,,,12,5,Petrol,số tự động
ISUZU DMAX PRESTIGE MT 4X2 - 2025,D-Max,DMAX PRESTIGE MT 4X2 - 2025,Other,2025,,650000000,1,Available,bạc,,,12,5,Diesel,Manual
ISUZU NPR 350-400 TAI TRONG 3490KG - 3990KG -EURO5- 2025,D-Max,NPR 350-400 TAI TRONG 3490KG - 3990KG -EURO5- 2025,Other,2025,,825000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI PALISADE PESTIGE 2025 - ĐEN,Palisade,PALISADE PESTIGE 2025 - ĐEN,Other,2025,,1589000000,1,Available,Black,,,12,5,Diesel,số tự động
HYUNDAI ACCENT MT 2025 - TRẮNG,Accent,ACCENT MT 2025 - TRẮNG,Other,2025,,439000000,1,Available,White,,,12,5,Petrol,Manual
HYUNDAI CUSTIN TIÊU CHUẨN 2025 - TRẮNG,Custin,CUSTIN TIÊU CHUẨN 2025 - TRẮNG,Other,2025,,820000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI SANTA FE 2.5T CALLIGRAPHY 2025,Santa Fe,SANTA FE 2.5T CALLIGRAPHY 2025,Other,2025,,1365000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP NĂM 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP NĂM 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
HYUNDAI MIGHTY W11SL E5 2025 - THÙNG MUI BẠT,W11SL,MIGHTY W11SL E5 2025 - THÙNG MUI BẠT,Other,2025,,790000000,1,Available,xanh,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11XL E5 2025 - THÙNG MUI BẠT,W11XL,MIGHTY W11XL E5 2025 - THÙNG MUI BẠT,Other,2025,,816000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11S E5 2025 - THÙNG LỬNG,W11S,MIGHTY W11S E5 2025 - THÙNG LỬNG,Other,2025,,741000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11S E5 2025 - THÙNG MUI BẠT,W11S,MIGHTY W11S E5 2025 - THÙNG MUI BẠT,Other,2025,,750000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11S E5 2025 - THÙNG KÍN,W11S,MIGHTY W11S E5 2025 - THÙNG KÍN,Other,2025,,753000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11S E5 2025 - THÙNG LỬNG,W11S,MIGHTY W11S E5 2025 - THÙNG LỬNG,Other,2025,,741000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11S E5 2025 - THÙNG MUI BẠT,W11S,MIGHTY W11S E5 2025 - THÙNG MUI BẠT,Other,2025,,750000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W11S E5 2025 - THÙNG KÍN,W11S,MIGHTY W11S E5 2025 - THÙNG KÍN,Other,2025,,753000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY EX8 GT S2 2024,EX8,MIGHTY EX8 GT S2 2024,Other,2024,,750000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI MIGHTY W750L E5 2025,W750L,MIGHTY W750L E5 2025,Other,2025,,745000000,1,Available,xanh,,,12,5,Diesel,Manual
HYUNDAI MIGHTY N250 E5 2025,N250,MIGHTY N250 E5 2025,Other,2025,,532000000,1,Available,xanh,,,12,5,Diesel,Manual
HYUNDAI MIGHTY N250SL E5 2025,N250SL,MIGHTY N250SL E5 2025,Other,2025,,566000000,1,Available,xanh,,,12,5,Diesel,Manual
MITSUBISHI XFORCE EXCEED 2024,Xforce ,XFORCE EXCEED 2024,Other,2024,,640000000,1,Available,Black,,,12,5,Petrol,số tự động
HYUNDAI SOLATI EURO 5 2024,Solati ,SOLATI EURO 5 2024,Other,2025,,1070000000,1,Available,bạc,,,12,5,Diesel,Manual
LYNK & CO 06 - 2024 - MỚI 100% - XÁM NT ĐEN,06,& CO 06 - 2024 - MỚI 100% - XÁM NT ĐEN,Other,2024,,729000000,1,Available,xám,,,12,5,Petrol,số tự động
LYNK & CO 06 - 2024 - MỚI 100% - XANH SONIC NỘI THẤT ĐEN,06,& CO 06 - 2024 - MỚI 100% - XANH SONIC NỘI THẤT ĐEN,Other,2024,,729000000,1,Available,xanh,,,12,5,Petrol,số tự động
LYNK & CO 06 - 2024 - MỚI 100% - HỒNG NỘI THẤT KEM,06,& CO 06 - 2024 - MỚI 100% - HỒNG NỘI THẤT KEM,Other,2024,,729000000,1,Available,hồng,,,12,5,Petrol,số tự động
LYNK & CO 05 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,05,& CO 05 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,Other,2024,,1599000000,1,Available,White,,,12,5,Petrol,số tự động
LYNK & CO 06 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,06,& CO 06 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,Other,2024,,729000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,Coolray,COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
LYNK & CO 05 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,05,& CO 05 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,Other,2024,,1599000000,1,Available,White,,,12,5,Petrol,số tự động
LYNK & CO 06 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,06,& CO 06 - 2024 - MỚI 100% - TRẮNG NỘI THẤT ĐEN,Other,2024,,729000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,Coolray,COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,Coolray,COOLRAY FLAGSHIP MÀU BẠC NĂM 2025,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
Corolla Cross 1.8HV,Corolla Cross,Cross 1.8HV,Other,2025,,905000000,1,Available,White,,,12,5,hybrid,số tự động
YARIS CROSS HEV,Yaris,CROSS HEV,Other,2025,,765000000,1,Available,White,,,12,5,hybrid,số tự động
Yaris Cross 2025,Yaris,Cross 2025,Other,2025,,650000000,1,Available,White,,,12,5,Petrol,số tự động
Corolla Cross 1.8V,Corolla Cross,Cross 1.8V,Other,2025,,820000000,1,Available,White,,,12,5,Petrol,số tự động
Toyota Veloz CVT Top,Veloz Cross,Veloz CVT Top,Other,2025,,660000000,1,Available,White,,,12,5,Petrol,số tự động
Toyota Veloz CVT,Veloz Cross,Veloz CVT,Other,2025,,638000000,1,Available,White,,,12,5,Petrol,số tự động
XE TẢI ISUZU QKR270 EURO5 2T49-2T79- 2025,D-Max,TẢI ISUZU QKR270 EURO5 2T49-2T79- 2025,Other,2025,,660000000,1,Available,,,,12,5,Diesel,Manual
GEELY COOLRAY PREMIUM MÀU TRẮNG NĂM 2025,Coolray,COOLRAY PREMIUM MÀU TRẮNG NĂM 2025,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER CROSS 2025,Xpander Cross,XPANDER CROSS 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,Coolray,COOLRAY FLAGSHIP 2025 MÀU BẠC,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE PREMIUM 2025,Xforce ,XFORCE PREMIUM 2025,Other,2025,,680000000,1,Available,Black,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER CROSS 2025,Xpander Cross,XPANDER CROSS 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,Coolray,COOLRAY FLAGSHIP 2025 MÀU BẠC,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE PREMIUM 2025,Xforce ,XFORCE PREMIUM 2025,Other,2025,,680000000,1,Available,Black,,,12,5,Petrol,số tự động
ISUZU DMAX PRESTIGE 4X2 AT- 2025,D-Max,DMAX PRESTIGE 4X2 AT- 2025,Other,2025,,681000000,1,Available,White,,,12,5,Diesel,số tự động
XE TẢI ISUZU QKR210-1Tấn9 EURO5 -2025,D-Max,TẢI ISUZU QKR210-1Tấn9 EURO5 -2025,Other,2025,,660000000,1,Available,White,,,12,5,Diesel,Manual
HYUNDAI CUSTIN TIÊU CHUẨN 2025 - ĐEN,Custin,CUSTIN TIÊU CHUẨN 2025 - ĐEN,Other,2025,,820000000,1,Available,Black,,,12,5,Petrol,số tự động
HYUNDAI VENUE TIÊU CHUẨN 2025 - TRẮNG,Venue,VENUE TIÊU CHUẨN 2025 - TRẮNG,Other,2025,,499000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI VENUE 1.0T ĐẶC BIỆT  2025 - TRẮNG,Venue,VENUE 1.0T ĐẶC BIỆT 2025 - TRẮNG,Other,2025,,539000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI CRETA ĐẶC BIỆT 2025 - XÁM,Creta,CRETA ĐẶC BIỆT 2025 - XÁM,Other,2025,,650000000,1,Available,xám,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT PREMIUM 2025,Xpander,XPANDER AT PREMIUM 2025,Other,2025,,658000000,1,Available,bạc,,,12,5,Petrol,số tự động
MITSUBISSHI XFORCE ULTIMATE 2025,Xforce ,XFORCE ULTIMATE 2025,Other,2025,,710000000,1,Available,Red,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE ULTIMATE 2025,Xforce ,XFORCE ULTIMATE 2025,Other,2025,,705000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
HYUNDAI STARGAZER X 1.5 CAO CẤP 2024,Stargazer,STARGAZER X 1.5 CAO CẤP 2024,Other,2024,,599000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
HYUNDAI STARGAZER X 1.5 CAO CẤP 2024,Stargazer,STARGAZER X 1.5 CAO CẤP 2024,Other,2024,,599000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU TRẮNG,Coolray,COOLRAY PREMIUM 2025 MÀU TRẮNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU CAM,Coolray,COOLRAY STANDAR 2025 MÀU CAM,Other,2025,,538000000,1,Available,cam,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU BẠC,Coolray,COOLRAY FLAGSHIP 2025 MÀU BẠC,Other,2025,,628000000,1,Available,bạc,,,12,5,Petrol,số tự động
TOYOTA INNOVA 2025 ,Innova,INNOVA 2025,Other,2025,,810000000,1,Available,Black,,,12,5,hybrid,số tự động
TOYOTA COROLLA CROSS 2025 ,Corolla Cross,COROLLA CROSS 2025,Other,2025,,820000000,1,Available,,,,12,5,hybrid,số tự động
TOYOTA VIOS 2025 ,Vios,VIOS 2025,Other,2025,,458000000,1,Available,White,,,12,5,Petrol,Manual
TOYOTA FORTUNER 2025 ,Fortuner,FORTUNER 2025,Other,2025,,1055000000,1,Available,White,,,12,5,Diesel,số tự động
MITSUBISHI XPANDER AT PREMIUM 2025,Xpander,XPANDER AT PREMIUM 2025,Other,2025,,658000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI GRAND I10 HATCHBACK 2025 - ĐỎ,i10,GRAND I10 HATCHBACK 2025 - ĐỎ,Hatchback,2025,,435000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐỎ,Coolray,COOLRAY PREMIUM 2025 MÀU ĐỎ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
MITSUBISHI TRITON UT GLX 4X2 AT 2025,Triton,TRITON UT GLX 4X2 AT 2025,Other,2025,,655000000,1,Available,xám,,,12,5,Diesel,số tự động
MITSUBISHI ATTRAGE MT 2025,Attrage,ATTRAGE MT 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,Manual
HYUNDAI CUSTIN 1.5 ĐẶC BIỆT 2025,Custin,CUSTIN 1.5 ĐẶC BIỆT 2025,Other,2025,,915000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI TRITON UT GLX 4X2 AT 2025,Triton,TRITON UT GLX 4X2 AT 2025,Other,2025,,655000000,1,Available,xám,,,12,5,Diesel,số tự động
MITSUBISHI ATTRAGE MT 2025,Attrage,ATTRAGE MT 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,Manual
HYUNDAI CUSTIN 1.5 ĐẶC BIỆT 2025,Custin,CUSTIN 1.5 ĐẶC BIỆT 2025,Other,2025,,915000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 - MÀU XÁM GÓC CẠNH,Coolray,COOLRAY STANDARD 2025 - MÀU XÁM GÓC CẠNH,Other,2025,,538000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 - MÀU XANH NĂNG ĐỘNG,Coolray,COOLRAY STANDARD 2025 - MÀU XANH NĂNG ĐỘNG,Other,2025,,538000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 - MÀU TRẮNG NĂNG LƯỢNG,Coolray,COOLRAY PREMIUM 2025 - MÀU TRẮNG NĂNG LƯỢNG,Other,2025,,578000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 - MÀU XÁM GÓC CẠNH,Coolray,COOLRAY FLAGSHIP 2025 - MÀU XÁM GÓC CẠNH,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 - MÀU ĐỎ ĐAM MÊ,Coolray,COOLRAY PREMIUM 2025 - MÀU ĐỎ ĐAM MÊ,Other,2025,,578000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU TRẮNG,Coolray,COOLRAY FLAGSHIP 2025 MÀU TRẮNG,Other,2025,,628000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA VIOS 2025,Vios,VIOS 2025,Other,2025,,458000000,1,Available,,,,12,5,Petrol,số hỗn hợp
TOYOTA COROLLA CROSS 1.8 2025,Corolla Cross,COROLLA CROSS 1.8 2025,Other,2025,,820000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA YARIS CROSS 2025,Yaris Cross,YARIS CROSS 2025,Other,2025,,650000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ECO 1.5L 2025,Xpander,XPANDER AT ECO 1.5L 2025,Other,2025,,598000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE MT 1.2L 2025,Attrage,ATTRAGE MT 1.2L 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE ULTIMATE 2025,Xforce ,XFORCE ULTIMATE 2025,Other,2025,,705000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ECO 1.5L 2025,Xpander,XPANDER AT ECO 1.5L 2025,Other,2025,,598000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE MT 1.2L 2025,Attrage,ATTRAGE MT 1.2L 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE ULTIMATE 2025,Xforce ,XFORCE ULTIMATE 2025,Other,2025,,705000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI ALL NEW TRITON GLX 2.4L AT 2025,Triton,ALL NEW TRITON GLX 2.4L AT 2025,Other,2025,,655000000,1,Available,xám,,,12,5,Diesel,số tự động
MITSUBISHI ALL NEW TRITON ATHLETE 4x4 AT 2.4L Bi-Turbo 2025,Triton,ALL NEW TRITON ATHLETE 4x4 AT 2.4L Bi-Turbo 2025,Other,2025,,924000000,1,Available,cam,,,12,5,Diesel,số tự động
MITSUBISHI XPANDER MT 1.5L 2025,Xpander,XPANDER MT 1.5L 2025,Other,2025,,560000000,1,Available,White,,,12,5,Petrol,Manual
MITSUBISHI TRITON 2WD PREMIUM 2.4L AT 2025,Triton,TRITON 2WD PREMIUM 2.4L AT 2025,Other,2025,,782000000,1,Available,cam,,,12,5,Diesel,số tự động
MITSUBISHI XPANDER 1.5L AT 2025,Xpander,XPANDER 1.5L AT 2025,Other,2025,,658000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE PREMIUM 1.5L CVT 2025,Xforce ,XFORCE PREMIUM 1.5L CVT 2025,Other,2025,,680000000,1,Available,Red,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER CROSS 1.5L AT 2025,Xpander Cross,XPANDER CROSS 1.5L AT 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI I10 HATCHBACK 2025 - TRẮNG,i10,I10 HATCHBACK 2025 - TRẮNG,Hatchback,2025,,435000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI ACCENT CAO CẤP 2024 - ĐEN,Accent,ACCENT CAO CẤP 2024 - ĐEN,Other,2024,,569000000,1,Available,Black,,,12,5,Petrol,số tự động
HYUNDAI VENUE ĐẶC BIỆT 2025 - XÁM,Venue,VENUE ĐẶC BIỆT 2025 - XÁM,Other,2025,,539000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI VENUE TIÊU CHUẨN 2025 - ĐỎ,Venue,VENUE TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,499000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Coolray,COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Other,2025,,628000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI VENUE ĐẶC BIỆT 2025 - XÁM,Venue,VENUE ĐẶC BIỆT 2025 - XÁM,Other,2025,,539000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI VENUE TIÊU CHUẨN 2025 - ĐỎ,Venue,VENUE TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,499000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Coolray,COOLRAY FLAGSHIP 2025 MÀU ĐỎ,Other,2025,,628000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI ALL NEW ACCENT TIÊU CHUẨN 2025,Accent,ALL NEW ACCENT TIÊU CHUẨN 2025,Other,2025,,439000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA TIÊU CHUẨN 2025,Elantra,ELANTRA TIÊU CHUẨN 2025,Other,2025,,579000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI CUSTIN TIÊU CHUẨN 2025,Custin,CUSTIN TIÊU CHUẨN 2025,Other,2025,,820000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI STARGAZER TIÊU CHUẨN 2025,Stargazer,STARGAZER TIÊU CHUẨN 2025,Other,2025,,489000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI PALISADE 2025,Palisade,PALISADE 2025,Other,2025,,1469000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI SANTA FE CALLIGRAPHY 2025,Santa Fe,SANTA FE CALLIGRAPHY 2025,Other,2025,,1365000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI TUCSON TIÊU CHUẨN 2025,Tucson,TUCSON TIÊU CHUẨN 2025,Other,2025,,769000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI CRETA TIÊU CHUẨN 2025,Creta,CRETA TIÊU CHUẨN 2025,Other,2025,,599000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI VENUE TIÊU CHUẨN 2025,Venue,VENUE TIÊU CHUẨN 2025,Other,2025,,499000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 2.0 ĐẶC BIỆT 2025,Elantra,ELANTRA 2.0 ĐẶC BIỆT 2025,Other,2025,,699000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA AVANZA PREMIO 2025,Avanza,AVANZA PREMIO 2025,Other,2025,,558000000,1,Available,White,,,12,5,Petrol,Manual
FORD TERRITORY TREND 2025,Territory,TERRITORY TREND 2025,Other,2025,,759000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 2.0 ĐẶC BIỆT 2025,Elantra,ELANTRA 2.0 ĐẶC BIỆT 2025,Other,2025,,699000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA AVANZA PREMIO 2025,Avanza,AVANZA PREMIO 2025,Other,2025,,558000000,1,Available,White,,,12,5,Petrol,Manual
FORD TERRITORY TREND 2025,Territory,TERRITORY TREND 2025,Other,2025,,759000000,1,Available,White,,,12,5,Petrol,số tự động
FORD EVEREST PLATINUM 4X4 2025,Everest,EVEREST PLATINUM 4X4 2025,Other,2025,,1545000000,1,Available,Black,,,12,5,Diesel,số tự động
FORD RANGER XLS AT 4X2 2025,Ranger,RANGER XLS AT 4X2 2025,Other,2025,,707000000,1,Available,Red,,,12,5,Diesel,số tự động
FORD RANGER XLS AT 4X4 2025,Ranger,RANGER XLS AT 4X4 2025,Other,2025,,776000000,1,Available,White,,,12,5,Diesel,số tự động
FORD TERRITORY SPORT 2025,Territory,TERRITORY SPORT 2025,Other,2025,,869000000,1,Available,Black,,,12,5,Petrol,số tự động
FORD TRANSIT PREMIUM 18S 2025,Transit,TRANSIT PREMIUM 18S 2025,Other,2025,,1091000000,1,Available,White,,,12,5,Diesel,Manual
FORD RANGER WILDTRAK 4X4 2025,Ranger,RANGER WILDTRAK 4X4 2025,Other,2025,,979000000,1,Available,xám,,,12,5,Diesel,số tự động
FORD RANGER RAPTOR 2025,Ranger,RANGER RAPTOR 2025,Other,2025,,1306000000,1,Available,xám,,,12,5,Diesel,số tự động
FORD TRANSIT PREMIUM 16S 2025,Transit,TRANSIT PREMIUM 16S 2025,Other,2025,,999000000,1,Available,White,,,12,5,Diesel,Manual
FORD TRANSIT TREND 2025,Transit,TRANSIT TREND 2025,Other,2025,,907000000,1,Available,bạc,,,12,5,Diesel,Manual
FORD EVEREST TITANIUM 4X2 2025,Everest,EVEREST TITANIUM 4X2 2025,Other,2025,,1299000000,1,Available,Black,,,12,5,Diesel,số tự động
FORD EVETREST TITANIUM 4X4 2025,Everest,EVETREST TITANIUM 4X4 2025,Other,2025,,1468000000,1,Available,xám,,,12,5,Diesel,số tự động
FORD TERRITORY TITANIUM X 2025,Territory,TERRITORY TITANIUM X 2025,Other,2025,,889000000,1,Available,White,,,12,5,Petrol,số tự động
FORD EVEREST TITANIUM 4X2 2025,Everest,EVEREST TITANIUM 4X2 2025,Other,2025,,1299000000,1,Available,Black,,,12,5,Diesel,số tự động
FORD EVETREST TITANIUM 4X4 2025,Everest,EVETREST TITANIUM 4X4 2025,Other,2025,,1468000000,1,Available,xám,,,12,5,Diesel,số tự động
FORD TERRITORY TITANIUM X 2025,Territory,TERRITORY TITANIUM X 2025,Other,2025,,889000000,1,Available,White,,,12,5,Petrol,số tự động
HONDA CR-V G 2025,CR-V,CR-V G 2025,Other,2025,,1029000000,1,Available,,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM MÀU BẠC,Coolray,COOLRAY PREMIUM MÀU BẠC,Other,2025,,578000000,1,Available,bạc,,,12,5,Petrol,số tự động
HYUNDAI CUSTIN TIÊU CHUẨN 2025 - ĐEN,Custin,CUSTIN TIÊU CHUẨN 2025 - ĐEN,Other,2025,,820000000,1,Available,Black,,,12,5,Petrol,số tự động
TOYOTA CAMRY 2025 ,Camry,CAMRY 2025,Other,2025,,1220000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA VELOZ CROSS CVT 2025 ,Veloz ,VELOZ CROSS CVT 2025,Other,2025,,638000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI I10 SEDAN MT 2025 - BẠC,i10,I10 SEDAN MT 2025 - BẠC,Sedan,2025,,380000000,1,Available,bạc,,,12,5,Petrol,Manual
HYUNDAI I10 HATCHBACK 2025 - TRẮNG,i10,I10 HATCHBACK 2025 - TRẮNG,Hatchback,2025,,435000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 1.6 TIÊU CHUẨN 2025 - ĐỎ,Elantra,ELANTRA 1.6 TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,579000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI CUSTIN 2.0T 2025 - TRẮNG,Custin,CUSTIN 2.0T 2025 - TRẮNG,Other,2025,,999000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI IONIQ 5 2025 - BẠC,EX8,IONIQ 5 2025 - BẠC,Other,2025,,1300000000,1,Available,bạc,,,12,5,Electric,số tự động
ALMERA CVT CAO CẤP,Almera,CVT CAO CẤP,Other,2025,,595000000,1,Available,,,,12,5,Petrol,số tự động
ALMERA V,Almera,V,Other,2025,,539000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI IONIQ 5 2025 - BẠC,EX8,IONIQ 5 2025 - BẠC,Other,2025,,1300000000,1,Available,bạc,,,12,5,Electric,số tự động
ALMERA CVT CAO CẤP,Almera,CVT CAO CẤP,Other,2025,,595000000,1,Available,,,,12,5,Petrol,số tự động
ALMERA V,Almera,V,Other,2025,,539000000,1,Available,,,,12,5,Petrol,số tự động
NAVARA PRO4X,Navara,PRO4X,Other,2025,,970000000,1,Available,,,,12,5,Diesel,số tự động
NISSAN NAVARA VL,Navara,NAVARA VL,Other,2025,,945000000,1,Available,,,,12,5,Diesel,số tự động
GEELY COOLRAY STANDARD MAY BẠC NĂM 2025,Coolray,COOLRAY STANDARD MAY BẠC NĂM 2025,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
TOYOTA VELOZ CROSS 2025 ,Veloz Cross,VELOZ CROSS 2025,Other,2025,,638000000,1,Available,White,,,12,5,Petrol,số tự động
FORD TERRITORY TITANIUM 4X2AT 2025,Territory,TERRITORY TITANIUM 4X2AT 2025,Other,2025,,849000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY SPORT 4X2AT 2025,Territory,TERRITORY SPORT 4X2AT 2025,Other,2025,,869000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY TITANIUM X 4X2AT 2025,Territory,TERRITORY TITANIUM X 4X2AT 2025,Other,2025,,889000000,1,Available,,,,12,5,Petrol,số tự động
